Site,Study,Longitude,Latitude,Past_disturbance,Forest_conversion,Study_year,Time_restored,Plants,Invertebrates,Birds,Herpetofauna,Mammals,RR,Ecological_metric,AnualTemp_05Km,AnualTemp_100Km,AnualTemp_10Km,AnualTemp_25Km,AnualTemp_50Km,AnualTemp_75Km,BAI1317_05Km,BAI1317_100Km,BAI1317_10Km,BAI1317_25Km,BAI1317_50Km,BAI1317_75Km,CEC_05Km,CEC_100Km,CEC_10Km,CEC_25Km,CEC_50Km,CEC_75Km,Cropland_05Km,Cropland_100Km,Cropland_10Km,Cropland_25Km,Cropland_50Km,Cropland_75Km,DriestQuartes_05Km,DriestQuartes_100Km,DriestQuartes_10Km,DriestQuartes_25Km,DriestQuartes_50Km,DriestQuartes_75Km,ForestUntl10_05Km,ForestUntl10_100Km,ForestUntl10_10Km,ForestUntl10_25Km,ForestUntl10_50Km,ForestUntl10_75Km,GrossDef_05Km,GrossDef_100Km,GrossDef_10Km,GrossDef_25Km,GrossDef_50Km,GrossDef_75Km,HFPrint_05Km,HFPrint_100Km,HFPrint_10Km,HFPrint_25Km,HFPrint_50Km,HFPrint_75Km,IDH03_05Km,IDH03_100Km,IDH03_10Km,IDH03_25Km,IDH03_50Km,IDH03_75Km,IDH9010_05Km,IDH9010_100Km,IDH9010_10Km,IDH9010_25Km,IDH9010_50Km,IDH9010_75Km,NBR1317_05Km,NBR1317_100Km,NBR1317_10Km,NBR1317_25Km,NBR1317_50Km,NBR1317_75Km,NPP0010_05Km,NPP0010_100Km,NPP0010_10Km,NPP0010_25Km,NPP0010_50Km,NPP0010_75Km,NPP03_05Km,NPP03_100Km,NPP03_10Km,NPP03_25Km,NPP03_50Km,NPP03_75Km,OpCostIISMean_05Km,OpCostIISMean_100Km,OpCostIISMean_10Km,OpCostIISMean_25Km,OpCostIISMean_50Km,OpCostIISMean_75Km,OpCostIIS_05Km_SUM,OpCostIIS_100Km_SUM,OpCostIIS_10Km_SUM,OpCostIIS_25Km_SUM,OpCostIIS_50Km_SUM,OpCostIIS_75Km_SUM,PastAgric_05Km,PastAgric_100Km,PastAgric_10Km,PastAgric_25Km,PastAgric_50Km,PastAgric_75Km,PercUrbArea09_05Km,PercUrbArea09_100Km,PercUrbArea09_10Km,PercUrbArea09_25Km,PercUrbArea09_50Km,PercUrbArea09_75Km,PrecSeanslty_05Km,PrecSeanslty_100Km,PrecSeanslty_10Km,PrecSeanslty_25Km,PrecSeanslty_50Km,PrecSeanslty_75Km,RuralPop_05Km,RuralPop_100Km,RuralPop_10Km,RuralPop_25Km,RuralPop_50Km,RuralPop_75Km,RuralPvty_05Km,RuralPvty_100Km,RuralPvty_10Km,RuralPvty_25Km,RuralPvty_50Km,RuralPvty_75Km,SustainablePA_05Km,SustainablePA_100Km,SustainablePA_10Km,SustainablePA_25Km,SustainablePA_50Km,SustainablePA_75Km,T1RoadDensity_05Km,T1RoadDensity_100Km,T1RoadDensity_10Km,T1RoadDensity_25Km,T1RoadDensity_50Km,T1RoadDensity_75Km,T2RoadDensity_05Km,T2RoadDensity_100Km,T2RoadDensity_10Km,T2RoadDensity_25Km,T2RoadDensity_50Km,T2RoadDensity_75Km,T3RoadDensity_05Km,T3RoadDensity_100Km,T3RoadDensity_10Km,T3RoadDensity_25Km,T3RoadDensity_50Km,T3RoadDensity_75Km,T4RoadDensity_05Km,T4RoadDensity_100Km,T4RoadDensity_10Km,T4RoadDensity_25Km,T4RoadDensity_50Km,T4RoadDensity_75Km,T5RoadDensity_05Km,T5RoadDensity_100Km,T5RoadDensity_10Km,T5RoadDensity_25Km,T5RoadDensity_50Km,T5RoadDensity_75Km,TotalRoadDensity_05Km,TotalRoadDensity_100Km,TotalRoadDensity_10Km,TotalRoadDensity_25Km,TotalRoadDensity_50Km,TotalRoadDensity_75Km,WDeficit03_05Km,WDeficit03_100Km,WDeficit03_10Km,WDeficit03_25Km,WDeficit03_50Km,WDeficit03_75Km,WDeficit8910_05Km,WDeficit8910_100Km,WDeficit8910_10Km,WDeficit8910_25Km,WDeficit8910_50Km,WDeficit8910_75Km,WDeficit99_05Km,WDeficit99_100Km,WDeficit99_10Km,WDeficit99_25Km,WDeficit99_50Km,WDeficit99_75Km,YrlPrec_05Km,YrlPrec_100Km,YrlPrec_10Km,YrlPrec_25Km,YrlPrec_50Km,YrlPrec_75Km,bldfie_05Km,bldfie_100Km,bldfie_10Km,bldfie_25Km,bldfie_50Km,bldfie_75Km,cdd_05Km,cdd_100Km,cdd_10Km,cdd_25Km,cdd_50Km,cdd_75Km,cropIIS_05Km,cropIIS_100Km,cropIIS_10Km,cropIIS_25Km,cropIIS_50Km,cropIIS_75Km,croppastureIIS_05Km,croppastureIIS_100Km,croppastureIIS_10Km,croppastureIIS_25Km,croppastureIIS_50Km,croppastureIIS_75Km,deltaGHSL9015_05Km,deltaGHSL9015_100Km,deltaGHSL9015_10Km,deltaGHSL9015_25Km,deltaGHSL9015_50Km,deltaGHSL9015_75Km,deltaGPWCount0010_05Km,deltaGPWCount0010_100Km,deltaGPWCount0010_10Km,deltaGPWCount0010_25Km,deltaGPWCount0010_50Km,deltaGPWCount0010_75Km,deltaGPWDensity0010_05Km,deltaGPWDensity0010_100Km,deltaGPWDensity0010_10Km,deltaGPWDensity0010_25Km,deltaGPWDensity0010_50Km,deltaGPWDensity0010_75Km,elevation_05Km,elevation_100Km,elevation_10Km,elevation_25Km,elevation_50Km,elevation_75Km,f2003_05Km,f2003_100Km,f2003_10Km,f2003_25Km,f2003_50Km,f2003_75Km,fty_05Km,fty_100Km,fty_10Km,fty_25Km,fty_50Km,fty_75Km,govrnce_05Km,govrnce_100Km,govrnce_10Km,govrnce_25Km,govrnce_50Km,govrnce_75Km,latitude_209564535,longitude_209564535,pastoIIS_05Km,pastoIIS_100Km,pastoIIS_10Km,pastoIIS_25Km,pastoIIS_50Km,pastoIIS_75Km,phihox_05Km,phihox_100Km,phihox_10Km,phihox_25Km,phihox_50Km,phihox_75Km,phikcl_05Km,phikcl_100Km,phikcl_10Km,phikcl_25Km,phikcl_50Km,phikcl_75Km,sa_05Km,sa_100Km,sa_10Km,sa_25Km,sa_50Km,sa_75Km,slope_05Km,slope_100Km,slope_10Km,slope_25Km,slope_50Km,slope_75Km,sndppt_05Km,sndppt_100Km,sndppt_10Km,sndppt_25Km,sndppt_50Km,sndppt_75Km,strictlyPA_05Km,strictlyPA_100Km,strictlyPA_10Km,strictlyPA_25Km,strictlyPA_50Km,strictlyPA_75Km,treecover2000_05Km,treecover2000_100Km,treecover2000_10Km,treecover2000_25Km,treecover2000_50Km,treecover2000_75Km,wfire_05Km,wfire_100Km,wfire_10Km,wfire_25Km,wfire_50Km,wfire_75Km,.geo,Taxon,N,RRcor,RR_var,RRmean,Time_mean
100,107,1034,"2,342",intact,selectively_logged,2004,30,0,0,1,0,0,-0.117363661,richness,259.21994,263.952,259.70752,258.6026,259.95773,262.4727,6.204470592595332,134.3171201567626,6.698005359059771,6.885557672939889,38.04784307506344,99.37647933433585,11.8926115,13.268377,12.724429,14.286141,13.774323,13.355609,0.012345679012345678,0.30430856553147573,0.07384615384615385,0.12242849974912193,0.22312426345423594,0.27686987183834,458.57733,446.75125,459.9452,455.9593,448.0847,448.0316,51.80819745527856,53.46999104508981,66.2265530941571,68.146924229045,62.24312755565268,56.00367181852964,0.19331958247575212,0.14630395175280594,0.19647746256777718,0.18202173456784904,0.16344587760861085,0.15343019732087188,18.123711340206185,31.742479313278167,18.002739726027396,22.581619256017504,27.39236641221374,29.414215238443266,0.731,0.731,0.731,0.731,0.731,0.731,0.71190476,0.71190476,0.71190476,0.71190476,0.71190476,0.71190476,0.9836503213225367,0.9811721286540971,0.9833823609468063,0.9833797968525785,0.9829036950929299,0.9819681584134607,10659.613128684246,8584.694650838255,10261.262408738472,9833.832806694134,9432.543496665561,8988.590579924003,19682.17720721174,16389.368779721626,19251.585863656703,18310.98637556346,17731.213097052987,17034.351573834927,3766.8545,3950.9446,3878.0637,4537.684,4673.431,4460.4604,305115.20751953125,126718647.15039062,1260370.6960449219,9116206.9501953125,37485590.376708984,80471163.81762695,0,0.0064330986,6e-4,0.0072857146,0.0075106383,0.0065054945,0,349.6678422994637,0,0,150.2466854515436,84.28037977421646,33.948452,30.153069,33.942467,34.239826,35.05028,31.617294,189,1971.627397260274,296.6,964.7619047619048,1782.3711340206185,1809.8356807511736,0.048868973999999996,8.136917656620243,0.13242465615384613,2.671992435360825,5.605448948497112,7.112394902562588,0,0,0,0,0,0,0,6.528767123287671,0,0,0,5.253521126760563,0,27.21095890410959,0,14.333333333333334,30.762886597938145,27.11737089201878,0,51.054794520547944,0,0,28.072164948453608,31.76525821596244,0,35.40821917808219,0,12.047619047619047,20.432989690721648,28.225352112676056,0,0.7479452054794521,0,0,1.7938144329896908,0.8169014084507042,0,120.94246575342466,0,26.38095238095238,81.08247422680412,93.19718309859155,9.250000000000002,14.044247787610614,9.326923076923077,9.94329896907216,12.847876269621423,14.09947344322344,9.725000000000001,17.269867927058197,9.732226107226108,10.0789987503905,12.674452279022912,15.366368006993014,1.2,5.850811209439535,1.2756410256410255,2.1460481099656357,3.7797783933517985,5.3617216117216095,2645.257731958763,2498.7953113935373,2648.67397260274,2637.6818380743985,2619.139194139194,2540.5609950475323,1201.7345,1160.4907,1200.974,1151.0468,1148.7461,1153.7823,1,0.8512396694214877,1,0.7619047619047619,0.8695652173913043,0.9032258064516129,0.3968244000428058,0.5890958677865867,0.44569276081379483,0.41960917062501807,0.45337309962336847,0.5505803540001035,0.019204681203310755,0.10402270453188789,0.016677262545301674,0.05055413308974813,0.0906962500156265,0.09113931965818148,0.22663626,1.5913693,0.079741836,0.12572733,0.50235516,0.66704214,1.6690135,14.212116,1.3513224,2.1411884,3.5842075,5.7883143,1.9410926,16.628183,1.5715873,2.4900246,4.200444,6.756319,63.65432098765432,49.944016227180526,80.18153846153847,106.88302638128422,103.76873207829448,66.8190787650352,34.47896470500811,46.407042962912314,56.63583714726081,61.55395550716993,56.48242173536602,49.15432821150648,0,0.06611570247933884,0,0.047619047619047616,0.028985507246376812,0.05161290322580645,1.036,1.036,1.036,1.036,1.036,1.036,NA,NA,0,0,0,0,0,0,46.609966,47.762836,46.386074,46.54413,47.006176,47.37639,40.275772,42.263977,40.908905,41.51561,41.957733,42.050934,0,0.008264462809917356,0,0.047619047619047616,0.028985507246376812,0.012903225806451613,1.1350617,0.8827338,1.4167117,2.0458891,1.7753325,1.1573704,45.001717,43.5313,45.34429,45.650547,45.717464,44.240444,0,0.003783420211871532,0,0,0,0,73.12481346690402,75.8746944543477,83.70889471131161,83.94223036130997,80.88917706117347,78.32044114160152,0,0,0,0,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.46241759346904,2.3715200243003807]}",Birds,1,0.01377422892332292,0.011839736754110727,0.061440514599999996,30
102,120,11375,"3,391",open,secondary_forest,1994,3,0,1,0,0,0,0.101096117,richness,238.52663,239.9804,238.2516,237.77881,237.17378,238.36763,11.91914860056423,14.25731291855642,12.290616697650211,13.090419805227922,13.639752557555083,14.054635616686872,8.991408,9.770382,9.356621,9.703063,9.789471,9.823414,0.04938271604938271,0.151901122747429,0.11384615384615385,0.14801806322127445,0.19121155053358443,0.16941386824607477,128.52577,127.63516,128.53699,128.77419,129.16986,128.75484,79.59408800358176,73.51826669495676,79.0676110168164,77.49766168152827,74.91555409602046,73.50684358041482,0.009012239467626427,0.018290589143595937,0.009102674642662602,0.01537730052223224,0.019758926700145982,0.02109768728387021,35.09278350515464,27.008220754665277,34.342465753424655,31.598249452954047,28.777315068493152,27.94345687429991,0.455,0.455,0.455,0.455,0.455,0.455,0.44957143,0.44957143,0.44957143,0.44957143,0.44957143,0.44957143,0.9790652501552688,0.9785078576854083,0.9794442002955884,0.9792105635911537,0.9787528091278301,0.9785535705825775,10768.081444619624,10174.250128859172,10714.147874581979,10790.706013593173,10615.566019751805,10324.336367789616,17618.463081452195,17030.816196937063,17601.192284100496,17999.628949944465,17770.739807618953,17282.535270811753,430.88678,420.63202,434.5972,435.80447,442.97394,433.46204,34901.82858276367,13490930.974090576,141244.09002685547,875531.1691894531,3553094.073791504,7820088.450531006,0,0.0010849315,0,0,0.0012474227,0.0017746479,0,2904.4444427751405,0,0,0,5163.474675080488,58.72165,59.04735,58.60822,58.554047,58.495014,58.70584,2944,1872.4986301369863,2461.4,2427.809523809524,1812,1847.0798122065728,9.6576684,7.900074758020483,8.480873461538462,9.392336995876292,8.727815608767125,7.960019507961395,0,0,0,0,0,0,0,0,0,0,0,0,0,18.265753424657536,0,13.714285714285714,22.721649484536083,26.384976525821596,0,16.427397260273974,0,0,8.793814432989691,20.821596244131456,484,273.5561643835616,321.2,287.0952380952381,271.63917525773195,261.4413145539906,0,47.0958904109589,0,0,11.381443298969073,80.42723004694835,484,355.36712328767123,321.2,300.76190476190476,314.5257731958763,389.11267605633805,60.75,62.4111490329921,60.68589743589743,61.22938144329895,61.09566210045666,61.4216928025734,88.51136363636363,90.11031647533353,88.493006993007,89.29873477038427,89.51608551266092,89.64285649011228,37.08333333333333,41.75767918088745,36.96153846153846,37.43213058419245,38.097031963470315,39.63882187374347,1772.4536082474226,1812.5211958457787,1772.6794520547944,1774.7439824945295,1781.8921643835617,1794.730482637705,1373.8342,1342.3772,1369.781,1364.6588,1350.8682,1341.8251,0,0.003278688524590164,0,0,0,0.005649717514124294,0.038434159633559735,0.1528134807220243,0.09336153248710621,0.1559904968756637,0.12432284076695979,0.13430088883093877,0.2992902651184668,0.18355791758440704,0.2890593306828786,0.30097763115135057,0.2517601078576297,0.22494170425867904,2.8264387,5.1768904,0.8257776,0.44283727,7.590496,8.989184,1.9606551,32.307213,2.1350174,2.5218165,72.667496,54.4709,2.2823732,37.641354,2.4853277,2.9355667,84.62517,63.459972,701.2222222222222,601.9310323324916,690.72,691.1075161772026,686.274778705897,648.1889584834544,78.84505725533448,72.69689841241372,78.40934344858321,76.7512213771664,74.024196097035,72.5843324697149,0,0,0,0,0,0,-0.843,-0.843,-0.843,-0.843,-0.843,-0.843,NA,NA,0,0,0,0,0,0,49.122852,48.95085,49.141323,49.209408,49.021107,48.92169,42.757732,42.032364,42.850685,42.490444,41.988384,41.9268,1,0.9704918032786886,1,1,1,0.9717514124293786,0.978625,1.1712431,0.7917983,0.92493874,0.90555453,1.1038771,47.603092,48.314835,47.685844,47.25055,46.89758,47.517506,0,0,0,0,0,0,85.63370590915913,78.18680108962411,84.72207995430091,81.97122175421386,80.07818671913395,78.81439826301538,0,0,0,0,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.290792804341095,3.376115974902305]}",Invertebrates,1,0.01022042487247769,0.09092840998270975,0.16304891,30.75
134,18,-611,"10,15",intact,selectively_logged,2002,6,0,0,0,0,1,0.030636969,richness,256.93658,259.76306,257.6924,258.71368,258.96338,258.63168,63.335029258935585,430.56481194246055,222.37695135772645,271.0119490535143,623.029503754879,493.08250776611266,31.176216,32.211777,32.038754,32.23316,30.152077,31.678802,0.02666666666666667,0.1619652531290865,0.034482758620689655,0.0531062124248497,0.1777243038844964,0.16004313000616144,226.57732,210.88835,224.46802,221.14175,204.11798,210.1736,90.69598584829853,63.22279918762693,91.57456786022809,82.15022958954953,64.67409636269561,63.085287834829764,0.006264322860403987,0.004562750565754946,0.0036122237267516484,0.012564788693147822,0.011660566816530089,0.0076202706779756576,19.658823529411766,31.503272727272726,24.913385826771652,32.53284671532847,41.61346951803383,39.404469106178766,0.736,0.6941984,0.736,0.736,0.7339455,0.7118909,0.7182381,0.68446976,0.7182381,0.7182381,0.7165784,0.6987621,0.9819419810751321,0.9754819536861544,0.9802932238266628,0.9774710226515937,0.9761811793829746,0.9760326841493888,11413.224370043657,10346.668929319523,11332.822696393725,10761.405420197721,9748.3172002774445,10078.388078032387,336.5385073269673,4072.787531586699,343.1031307748306,1674.7252186967958,5886.036216304226,5045.488122815281,308.8747,428.20987,141.24019,446.51282,362.53632,447.25113,25018.850341796875,13733975.4559021,45903.06042480469,897044.2481689453,2907903.851257324,8068857.41293335,0.004,0.010083871,0.0028000001,0.0066,0.0155625,0.012415841,0,1531.7938775183973,0,0,941.6880285571511,2116.855044459034,41.02062,43.281246,41.05387,41.343296,44.196438,44.15143,1404,672.345205479452,1416.4,1725.952380952381,1719.6907216494844,1094.3849765258217,0,0.05228893322851153,0,0,0,0.027091856185185184,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26027397260274,0,0,4.927835051546392,3.8732394366197185,7,34.58904109589041,107.2,61.38095238095238,38.845360824742265,42.93896713615023,0,0,0,0,0,0,0,0,0,0,0,0,7,36.846575342465755,107.2,61.38095238095238,43.77319587628866,46.8075117370892,244.21666666666664,276.5478036175709,250.60416666666666,257.1181818181818,270.7034482758621,280.4945987654321,126.74469696969697,150.86104504345766,129.63036616161614,132.9149449035813,142.88962904911182,151.03427796483354,54.28333333333334,68.91537467700249,55.8125,58.62727272727273,66.32356321839082,70.9570473251029,2074.680412371134,1952.275389744976,2074.3063973063972,2086.872758326217,2024.6662643331322,2014.930299956528,1289.8519,1261.3273,1291.5869,1300.6779,1330.6442,1267.3674,0,0.015037593984962405,0,0,0.029411764705882353,0.025,0.014430233557219776,0.14262260693709852,0.004610489559775613,0.0822042542700446,0.2366682393534728,0.18009444461575488,0,0.01797373669050454,0,0.005071439004433427,0.04183204034447295,0.02867531172646368,0.18818198,0.41422337,0.1420533,0.320286,0.4822769,0.5263298,3.2257855,5.322008,3.9165268,6.7392898,8.236494,8.184842,3.9805436,5.86983,4.8418527,8.211948,9.29727,9.159746,68.18518518518519,15.305334705203753,43.91384615384615,23.802887008461923,17.484228899139758,20.783105149381964,90.44739981195363,63.13159195091114,91.31135025739981,81.32485057204329,64.20640578749149,62.83795357262197,0,0,0,0,0,0,0.251,-0.32571077,0.251,0.251,0.251,-0.04231788,NA,NA,0,0.012138509974701821,0,0.0021367845844328104,0.027089922189565872,0.019594496558727217,57.5789,57.261852,57.700962,57.788822,58.597176,58.111065,44.61791,46.525005,44.66095,44.581802,45.507137,46.349632,0,0.3233082706766917,0,0.21428571428571427,0.5,0.4625,1.5815462,0.29201856,0.7788704,0.30503893,0.23882955,0.34637457,26.944149,33.202908,27.620337,29.60267,30.661428,32.65856,0,0,0,0,0,0,94.09343640076114,68.92555810248243,91.95196422788246,87.1339153006666,69.9666849080006,70.42989346675937,0,0.007518796992481203,0,0,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.12722952708603,10.123800280272704]}",Mammals,1,9.38623869506961e-4,0.6226799086737979,0.19488192907692306,6
137,190,-84021,"10,403",pasture,secondary_forest,1994,85,0,0,1,0,0,-0.230580553,abundance,257.47937,234.32376,256.45227,249.54366,236.99931,236.5404,7.933655554650292,39.598947747328815,7.477841448085726,6.9452406007637,8.467071948995306,15.245854794040259,22.747423,30.944607,23.617123,27.886469,31.05831,30.250664,0.7530864197530864,0.3285514471183158,0.68,0.5418966382338184,0.4074074074074074,0.3211683020600218,620.63916,342.59662,612.9041,545.71204,449.11945,390.80594,95.44244018997067,64.13706170761303,85.17794195968834,72.42907886945554,66.86751079235326,63.7284535798657,0.01029540543887978,0.025565963049686037,0.019883910615559768,0.028604655277610212,0.024579049860121403,0.02376721100111374,35.670103092783506,35.39385959278052,36.75890410958904,33.98380743982494,37.91853562005277,36.57564347242998,0.719,0.70014286,0.719,0.719,0.7135567,0.7038421,0.7057619,0.68509525,0.7057619,0.7057619,0.69979626,0.68914944,0.9814660290180022,0.9811217106281958,0.9815986202767543,0.9812046631689356,0.98098507706297,0.981706927595915,12213.354502418726,10722.2760100908,11505.609291320348,10742.65085585763,10814.738081730377,10836.066620863709,3721.521260620508,13126.424348140157,4376.315374920131,10603.939063147785,13454.450345933223,13419.171947659384,11601.385,6765.2275,11461.028,10449.783,9637.37,8155.4614,939712.205078125,216981136.12738037,3724834.2744140625,20993613.530517578,77301343.11157227,147132676.36566162,0.876,0.4038262,0.7428,0.5970476,0.47329897,0.42833972,0,360.0653102022193,0,0,1235.8969026640582,575.9854868182413,27.391752,47.188786,27.884932,31.64814,38.75923,44.219135,1093,2161.9890410958906,2652.6,1999.095238095238,2860.2474226804125,2734.760563380282,1.41913752,1.8175064928281517,2.997926523076923,1.8061214341237108,2.1030978424712328,1.8469783576163363,0.41975308641975306,0.10990650125513879,0.15384615384615385,0.11398705823792932,0.11806507916718614,0.09997662732265981,0,4.723287671232876,0,0,0,3.2863849765258215,0,47.56164383561644,70.6,52.666666666666664,73.16494845360825,66.96244131455398,74,185.48219178082192,187.2,224.14285714285714,273.88659793814435,231.24413145539907,0,11.715068493150685,0,0,20.31958762886598,20.07511737089202,0,151.72602739726028,0,0,361.63917525773195,260,74,401.18630136986303,257.8,276.7142857142857,728.9587628865979,581.5446009389672,26.46666666666666,78.74066823283727,25.032051282051285,23.741408934707906,39.65000000000003,57.12128816394813,64.9219696969697,121.93375216534965,63.597610722610725,62.830560762261776,77.90880033208803,98.11900212919659,55.63333333333334,77.81029757243536,54.24999999999999,49.89347079037798,52.51689497716895,62.75219573400252,4107.927835051546,3436.410634495085,4107.786301369863,3988.272647702407,3739.0163287671235,3583.6173957533897,1151.2509,1144.2773,1152.2794,1129.366,1117.0747,1130.9899,0,0,0,0,0,0,0.06373658359123731,0.3287226459117531,0.11284491820240727,0.2580268342054006,0.26327698767188856,0.30027904922626264,0,0.007378542997844124,0.0030686506094115217,0.00578637558352584,0.0073784213119047195,0.007196005815395686,0.82917327,2.7220728,1.6911694,1.4791205,4.111897,4.240909,5.0206256,10.966645,5.345938,5.707656,16.053165,14.981043,5.9315033,13.020036,6.347778,6.7681937,18.986397,17.7077,267.65432098765433,482.01655598166684,271.4123076923077,403.68491786958685,548.3901009849146,518.4143894462613,95.31747530792178,62.97941254248699,84.840113766897,71.71974987076915,66.11723909727954,62.6357715673077,0,0.01838235294117647,0,0,0,0.005747126436781609,0.269,0.0978038,0.269,0.269,0.1995351,0.12216984,NA,NA,0,9.045708464287735e-4,0,0,4.017966678411382e-4,0.001237538310840313,51.060997,54.063503,52.47968,53.059593,53.429607,53.622143,44.20962,45.661774,45.21895,45.744164,45.45475,45.496964,1,0.7647058823529411,1,0.8095238095238095,0.8985507246376812,0.7931034482758621,2.400986,3.165368,2.397842,2.7353141,2.9922078,3.123041,40.64605,37.285984,40.576714,39.874798,38.06074,37.100174,0,0.004220176810856041,0,0,0,0.005434147481594017,91.29731693423068,71.98102664794753,82.35879991944039,72.8047074464123,71.47183874096227,71.22498762451893,0,0.007352941176470588,0,0,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.04567558287035,10.37272671051035]}",Birds,1,0.05316739142178581,0.31057030837019456,0.01165375031578947,25.263157894736842
139,133,-83985,"10,433",pasture,secondary_forest,2006,25,1,0,0,0,0,-0.336472237,richness,260.0292,235.24635,259.1856,254.8128,241.84529,238.25926,6.075539724486606,45.432222030045985,6.5649460019698775,6.842225498437763,8.509531540113919,23.070214151497076,25.55756,30.829412,25.451597,25.576113,30.135206,29.86742,0.7283950617283951,0.30263206741656457,0.68,0.6302057200200702,0.37376020087884493,0.3106970077047124,585.80414,350.79007,594.8658,569.0254,484.31485,404.06744,68.62529174995129,65.58917225743598,69.7523520040223,68.67684902070621,69.38284943291055,64.00044798947586,0.029513942509302803,0.026062651880489396,0.027419276579213347,0.03170475693064509,0.02254958797439697,0.02333671263555461,38.08247422680412,35.203062449959965,36.76712328767123,35.25601750547046,36.61811862316403,36.85128925887886,0.719,0.70014286,0.719,0.719,0.7121959,0.7032388,0.7057619,0.68509525,0.7057619,0.7057619,0.6983049,0.6884883,0.9817081047261347,0.9809367342762892,0.9815811069601977,0.98164326196347,0.9813700886617117,0.9816171570492851,11465.272016022886,10758.351712235895,11237.192010871178,10621.597430137423,10980.94494498519,10894.383596614312,6532.156687286879,13219.18456849358,6703.558659295726,10490.239611578007,13817.674245215589,13577.122839628759,11606.924,6475.284,11146.964,10403.626,9119.951,7822.5166,940160.861328125,207681785.63482666,3622763.3706054688,20900885.228027344,73151129.23132324,141126018.80560303,0.9,0.38695237,0.72139996,0.5610476,0.43175256,0.4208408,0,374.36176609083657,0,0,507.97449461701297,602.7427588220227,29.216496,46.49062,28.854795,30.763676,36.892384,43.198666,2800,2084.33698630137,2021.6,2591.6666666666665,2767.742268041237,2680.868544600939,2.30767424,1.8085317426206653,2.9752967538461537,1.8632210707216486,2.1205601076767127,1.916987784843467,0.25925925925925924,0.10344443205885631,0.12923076923076923,0.06570433051269288,0.10771724223912231,0.09510967277957569,0,4.298630136986302,0,0,0,3.2065727699530515,125,45.41917808219178,65.8,50.904761904761905,56.03092783505155,65.72300469483568,207,173.85753424657534,225.2,193.04761904761904,245.06185567010309,217.7699530516432,0,11.715068493150685,0,0,17.63917525773196,20.07511737089202,0,151.72602739726028,0,0,302.8453608247423,259.981220657277,332,386.9972602739726,291,243.85714285714286,621.5257731958762,566.7417840375587,23.96666666666667,72.15794809407939,23.42948717948718,22.4725085910653,29.922146118721482,49.322048611111086,62.034848484848474,114.99365614785305,61.30419580419581,60.82439081537018,67.10872768783729,89.90496271306817,52.93333333333334,72.46019194376856,52.01282051282051,47.88831615120273,45.97602739726027,56.87044270833332,4001.546391752577,3459.427802925933,4037.6849315068494,4056.369365426696,3901.1167123287673,3634.439595895483,1176.1315,1145.8174,1172.4644,1159.404,1127.0121,1135.2875,0,0,0,0,0,0,0.17768821816415972,0.32382373573089046,0.16059414052440554,0.28076031769061743,0.23438111256499758,0.2850724737691631,0,0.007138248309338829,0.008720479095588976,0.006394758252663191,0.006208668584509013,0.007313854161381965,5.1072216,2.700454,2.4744968,1.5079577,2.183136,4.186154,6.0356207,11.126529,5.9087334,5.257504,9.91152,15.155115,7.2608705,13.188574,7.0685573,6.23253,11.742621,17.915531,86.65432098765432,490.0409378605057,133.44615384615383,285.2150323544052,536.2659269417778,499.0405742475472,67.69945561241352,64.46638454914014,68.83557436078493,67.74369379387532,68.68153070995083,62.91890268028345,0,0.015384615384615385,0,0,0,0.006024096385542169,0.269,0.08120516,0.269,0.269,0.16413473,0.10040829,NA,NA,0,9.298836897365203e-4,0,0,2.4953636719993486e-4,0.001278466535698827,53.00945,54.037907,53.023743,53.254047,53.19024,53.616776,45.68986,45.611942,45.4895,45.51605,45.13652,45.38316,1,0.75,1,0.8571428571428571,0.8695652173913043,0.7831325301204819,1.039871,3.214002,1.2790816,2.0212078,3.04927,2.9503632,36.736256,37.334366,38.123287,38.821040000000004,38.317116,37.34832,0,0.004310184669119013,0,0,0,0.0029965240321227376,73.61484208401278,72.41765163198143,75.66505410763463,71.17942814635865,74.48454956239743,71.78757460319568,0,0.0038461538461538464,0,0,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.95677548180059,10.37272671051035]}",Plant,1,0.11321356627178418,0.18135636395930035,0.34137803575,22
