"ID","Study","Site","Reference","Latitude","Longitude","Study_year","Country","Biogeographic_realm","Past_disturbance","Disturbance_type","Forest_conversion","Restoration_activity","Land_use","Time_disturbed","Time_restored","Plants","Invertebrates","Birds","Herpetofauna","Mammals","Cover","Density","Biomass","Height","Litter","Ecological_metric","Restored_area","Degraded","Reference area","RR"
533,29,159,"Estrada_et_al_1997","18,417",-95,1992,"Mexico","Neotropic","NA","-","secondary_forest","passive","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","1,33","-","1,8","-0.302607723"
3724,203,172,"Fang_&_Peng_1997","21,464","110,905",1995,"China","Indo-Malay","pasture","-","secondary_forest","passive","-","-",23,1,0,0,0,0,0,0,0,0,0,"abundance","277,17","-","228,8","0.19177075"
3722,203,172,"Fang_&_Peng_1997","21,464","110,905",1995,"China","Indo-Malay","pasture","-","secondary_forest","passive","-","-",15,1,0,0,0,0,0,0,0,0,0,"abundance",47,"-","228,8","-1.582700658"
3723,203,172,"Fang_&_Peng_1997","21,464","110,905",1995,"China","Indo-Malay","pasture","-","secondary_forest","passive","-","-",23,1,0,0,0,0,0,0,0,0,0,"richness","27,83","-",52,"-0.625009375"
3721,203,172,"Fang_&_Peng_1997","21,464","110,905",1995,"China","Indo-Malay","pasture","-","secondary_forest","passive","-","-",15,1,0,0,0,0,0,0,0,0,0,"richness",11,"-",52,"-1.553348446"
3766,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance",167,"-","305,5","-0.603955966"
3743,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","27,8","-","56,3","-0.705658514"
3741,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","27,8","-","45,5","-0.492676305"
3744,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","27,8","-","41,5","-0.400657407"
3742,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","27,8","-","37,3","-0.293957306"
3751,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","13,8","-","23,7","-0.540806456"
3752,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","13,8","-","15,5","-0.116171432"
3749,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","13,8","-","13,5","0.021978907"
3750,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","13,8","-","12,5","0.098939948"
3759,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","10,2","-","19,5","-0.648026745"
3757,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","10,2","-","18,7","-0.606135804"
3760,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","10,2","-","16,7","-0.493020999"
3758,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","10,2","-",14,"-0.316669609"
3765,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",7,"-","17,5","-0.916290732"
3771,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",7,"-",14,"-0.693147181"
3773,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",7,"-","12,5","-0.579818495"
3772,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",7,"-",9,"-0.251314428"
3774,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",7,"-",9,"-0.251314428"
3735,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",4,"-","7,67","-0.651022254"
3733,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",4,"-","6,1","-0.42199441"
3736,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",4,"-",6,"-0.405465108"
3734,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"richness",4,"-","5,67","-0.348894757"
3767,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"diversity","1,48","-","4,04","-1.004202604"
3768,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"similarity","0,98","-",1,"-0.025317808"
3769,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"similarity","0,95","-","0,95","-0.005277057"
3725,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","0,67","-","8,33","-2.520341023"
3726,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","0,67","-","6,17","-2.220176405"
3727,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","0,67","-","4,5","-1.904554963"
3728,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"abundance","0,67","-","4,17","-1.828393602"
3770,204,45,"Faria_2006","-15,283","-39,067",1997,"Brazil","Neotropic","pasture","-","secondary_forest","passive","-","-",20,0,0,0,0,1,0,0,0,0,0,"similarity","0,49","-","0,63","-0.251314428"
3828,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"abundance",1023,"-",1511,"-0.390032196"
3827,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness",42,"-",40,"0.048790164"
3795,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","25,91","-","24,84","0.042173738"
3819,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","25,82","-","24,84","0.038694128"
3799,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","25,77","-","24,84","0.036755768"
3823,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","25,73","-","24,79","0.03721728"
3787,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","21,01","-","24,79","-0.165441831"
3811,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness","20,92","-","24,79","-0.169734707"
3783,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","20,83","-","24,84","-0.176061002"
3807,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness","20,74","-","24,84","-0.180391054"
3824,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","12,06","-","12,24","-0.014815086"
3797,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","10,73","-","9,44","0.128087576"
3801,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","10,73","-","9,39","0.133398263"
3784,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","10,55","-","10,73","-0.016917697"
3800,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","10,28","-","12,24","-0.174509017"
3825,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","10,06","-","9,39","0.068921871"
3821,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","10,01","-","9,44","0.058628613"
3820,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","9,93","-","10,73","-0.077483079"
3796,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","9,12","-","10,73","-0.162573753"
3808,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness","8,68","-","10,73","-0.212022028"
3836,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"similarity","8,5","-","8,9","-0.045985113"
3785,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","8,23","-","9,44","-0.137169965"
3789,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","8,23","-","9,39","-0.131859279"
3813,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness","7,97","-","9,39","-0.1639608"
3788,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","7,88","-","12,24","-0.440381373"
3809,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness","7,88","-","9,44","-0.180628076"
3834,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"similarity","6,9","-","8,9","-0.254529865"
3812,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness","6,45","-","12,24","-0.640629146"
3832,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"similarity",6,"-","8,9","-0.394291808"
3814,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness","5,03","-","0,49","2.328769872"
3790,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","4,67","-","0,49","2.25450896"
3831,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"similarity","4,4","-",4,"0.09531018"
3837,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"similarity",4,"-",4,0
3810,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"richness","3,74","-","2,09","0.581921545"
3786,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","3,61","-","2,09","0.546543706"
3802,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","3,16","-","0,49","1.863921915"
3833,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"similarity",3,"-",4,"-0.287682072"
3798,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","2,98","-","2,09","0.354759235"
3822,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","1,87","-","2,09","-0.111225635"
3791,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","1,6","-","1,56","0.025317808"
3815,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","1,59","-","1,56","0.019048195"
3779,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","1,41","-","1,56","-0.101096117"
3803,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"abundance","1,4","-","1,56","-0.108213585"
3816,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","1,36","-","1,33","0.022305758"
3792,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","1,27","-","1,33","-0.046162042"
3793,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","1,21","-","1,07","0.122961711"
3817,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","1,13","-","1,07","0.054558984"
3830,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"similarity","1,1","-","0,1","2.397895273"
3781,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","0,98","-","1,07","-0.087861356"
3806,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"abundance","0,98","-","0,17","1.751754135"
3804,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"abundance","0,94","-","1,33","-0.347054346"
3782,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","0,91","-","0,17","1.677646162"
3780,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","0,88","-","1,33","-0.413012314"
3826,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"richness","0,8","-","0,49","0.490206337"
3805,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"abundance","0,78","-","1,07","-0.316120008"
3794,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","0,6","-","0,17","1.261131218"
3835,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"similarity","0,5","-",4,"-2.079441542"
3818,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","NA","-","secondary_forest","active_plantation","-","NA","NA",0,0,1,0,0,0,0,0,0,0,"abundance","0,26","-","0,17","0.424883194"
3829,205,92,"Farwig_et_al_2008","0,286","34,879",2005,"Kenya","Afrotropic","secondary_logged","-","secondary_forest","passive","-","-",18,0,0,1,0,0,0,0,0,0,0,"diversity","0,18","-","1,46","-2.093234864"
583,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",0,0,0,0,0,1,0,0,0,0,"structure",88,"-",91,"-0.033522692"
585,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance",79,"-",80,"-0.012578782"
592,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","0,5",0,0,1,0,0,0,0,0,0,0,"richness",47,"-","53,25","-0.124850203"
591,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","0,5",1,0,0,0,0,0,0,0,0,0,"abundance","24,5","-","24,1","0.016461277"
584,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance","23,9","-","28,3","-0.168983346"
589,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance","13,7","-","19,9","-0.373323899"
580,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance","11,5","-","15,2","-0.278948392"
577,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance","11,5","-",14,"-0.196710294"
590,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","0,5",1,0,0,0,0,0,0,0,0,0,"richness","7,7","-","8,4","-0.087011377"
579,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",0,0,0,0,0,0,1,0,0,0,"structure","6,8","-","5,3","0.249215792"
588,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance","3,8","-","10,7","-1.035242675"
587,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance","2,2","-","1,4","0.451985124"
586,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",0,0,0,0,0,0,0,0,0,1,"structure","1,9","-","2,1","-0.100083459"
578,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance","1,1","-","0,7","0.451985124"
582,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",0,0,0,0,0,0,0,1,0,0,"structure","0,5","-","0,5",0
581,33,42,"Felton_et_al_2008","-15,75",-63,2004,"Bolivia","Neotropic","intact","-","selectively_logged","passive","-","-","3,5",1,0,0,0,0,0,0,0,0,0,"abundance","0,4","-",1,"-0.916290732"
3839,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"abundance",402,"-",434,"-0.076592445"
3841,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"richness",226,"-",187,"0.189426382"
3842,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"richness",89,"-",83,"0.069795762"
3843,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"richness",50,"-",91,"-0.598836501"
3844,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"richness",37,"-",73,"-0.679541529"
3838,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"richness",35,"-",34,"0.028987537"
3840,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"diversity","8,66","-","7,94","0.086801447"
3851,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity","0,4","-","0,3","0.287682072"
3847,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity","0,4","-","0,2","0.693147181"
3850,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity","0,3","-","0,1","1.098612289"
3849,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity","0,25","-","0,3","-0.182321557"
3846,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity","0,2","-","0,2",0
3848,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity","0,15","-","0,3","-0.693147181"
3845,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity","0,05","-","0,3","-1.791759469"
3852,206,78,"Fermon_et_al_2005","-1,209","120,142",2001,"Indonesia","Indo-Malay","plantation","-","secondary_forest","passive","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity","0,05","-","0,2","-1.386294361"
2759,143,91,"Fimbel_&_Fimbel_1996","0,216","30,316",1994,"Uganda","Afrotropic","open","-","secondary_forest","active_plantation","-","-",34,0,0,0,0,0,0,1,0,0,0,"structure","4990,8","-","3076,7","0.483738624"
2762,143,91,"Fimbel_&_Fimbel_1996","0,216","30,316",1994,"Uganda","Afrotropic","open","-","secondary_forest","active_plantation","-","-",34,0,0,0,0,0,0,1,0,0,0,"structure","2773,2","-",1950,"0.352172516"
