"ID","Study","Site","Reference","Latitude","Longitude","Study_year","Country","Biogeographic_realm","Past_disturbance","Disturbance_type","Forest_conversion","Restoration_activity","Land_use","Time_disturbed","Time_restored","Plants","Invertebrates","Birds","Herpetofauna","Mammals","Cover","Density","Biomass","Height","Litter","Ecological_metric","Restored_area","Degraded","Reference area","RR"
3417,182,9,"Abbott_et_al_2003","-34,115","116,369",1994,"Australia","Australasia","burned","-","secondary_forest","passive","-","-",50,0,1,0,0,0,0,0,0,0,0,"abundance","129,88","-","148,33","-0.132889544"
3415,182,9,"Abbott_et_al_2003","-34,115","116,369",1994,"Australia","Australasia","burned","-","secondary_forest","passive","-","-",3,0,1,0,0,0,0,0,0,0,0,"abundance","96,95","-","155,25","-0.470841339"
3416,182,9,"Abbott_et_al_2003","-34,115","116,369",1994,"Australia","Australasia","burned","-","secondary_forest","passive","-","-",50,0,1,0,0,0,0,0,0,0,0,"richness","32,33","-","26,33","0.205263126"
3414,182,9,"Abbott_et_al_2003","-34,115","116,369",1994,"Australia","Australasia","burned","-","secondary_forest","passive","-","-",3,0,1,0,0,0,0,0,0,0,0,"richness","31,3","-","27,35","0.134901569"
3418,182,9,"Abbott_et_al_2003","-34,115","116,369",1994,"Australia","Australasia","burned","-","secondary_forest","passive","-","-",50,0,1,0,0,0,0,0,0,0,0,"diversity","15,28","-","11,61","0.274663571"
2835,150,183,"Abella_&_Covington_2004","35,26","-111,71",1998,"USA","Neoarctic","NA","-","secondary_forest","active_managed","-","NA","NA",1,0,0,0,0,0,0,0,0,0,"richness","4,35","-",2,"0.777028665"
3419,183,147,"Aerts_et_al_2008","13,617","39,35",2003,"Ethiopia","Neotropic","pasture","-","secondary_forest","passive","-","-",10,0,0,1,0,0,0,0,0,0,0,"richness","45,2","-","70,3","-0.441674712"
3421,183,147,"Aerts_et_al_2008","13,617","39,35",2003,"Ethiopia","Neotropic","pasture","-","secondary_forest","passive","-","-",10,0,0,1,0,0,0,0,0,0,0,"similarity","0,6","-","0,71","-0.167321716"
3420,183,147,"Aerts_et_al_2008","13,617","39,35",2003,"Ethiopia","Neotropic","pasture","-","secondary_forest","passive","-","-",10,0,0,1,0,0,0,0,0,0,0,"similarity","0,51","-","0,64","-0.216685733"
3423,184,26,"Aidar_et_al_2001","-24,529","-48,686",1988,"Brazil","Neotropic","agriculture","-","secondary_forest","passive","-","-",15,1,0,0,0,0,0,0,0,0,0,"abundance",194,"-",152,"0.243977638"
3426,184,26,"Aidar_et_al_2001","-24,529","-48,686",1988,"Brazil","Neotropic","agriculture","-","secondary_forest","passive","-","-",25,1,0,0,0,0,0,0,0,0,0,"abundance",169,"-",152,"0.106018194"
3422,184,26,"Aidar_et_al_2001","-24,529","-48,686",1988,"Brazil","Neotropic","agriculture","-","secondary_forest","passive","-","-",15,1,0,0,0,0,0,0,0,0,0,"richness",42,"-",68,"-0.481838087"
3425,184,26,"Aidar_et_al_2001","-24,529","-48,686",1988,"Brazil","Neotropic","agriculture","-","secondary_forest","passive","-","-",25,1,0,0,0,0,0,0,0,0,0,"richness",33,"-",68,"-0.723000144"
3424,184,26,"Aidar_et_al_2001","-24,529","-48,686",1988,"Brazil","Neotropic","agriculture","-","secondary_forest","passive","-","-",15,1,0,0,0,0,0,0,0,0,0,"diversity","16,49","-","47,25","-1.052698517"
3427,184,26,"Aidar_et_al_2001","-24,529","-48,686",1988,"Brazil","Neotropic","agriculture","-","secondary_forest","passive","-","-",25,1,0,0,0,0,0,0,0,0,0,"diversity","12,25","-","47,25","-1.349926717"
2060,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"abundance",730,"-",620,"0.163325056"
2076,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"abundance","592,5","-",523,"0.124769409"
2075,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"abundance","509,5","-",402,"0.236977764"
2071,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","200,5","-","164,5","0.197903677"
2070,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness",138,"-","89,5","0.43301506"
2072,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","86,5","-","93,5","-0.077817022"
2073,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","81,5","-","84,25","-0.033185549"
2068,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","70,5","-","59,75","0.165443519"
2063,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","64,25","-","57,25","0.115354081"
2062,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness",55,"-","45,5","0.189620859"
2067,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness",51,"-",27,"0.635988767"
2065,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","40,5","-",29,"0.334006144"
2061,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","39,75","-","32,75","0.193706879"
2064,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","36,5","-","38,5","-0.053345981"
2077,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"diversity",26,"-","28,4","-0.088292607"
2088,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","24,5","-","23,1","0.0588405"
2069,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","22,5","-","14,5","0.43936666"
2059,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,0,1,0,0,"structure","19,9","-","23,6","-0.17052698"
2079,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","18,8","-","5,45","1.238241261"
2058,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,0,0,1,0,"structure","18,75","-","32,5","-0.550046337"
2081,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","8,75","-","3,25","0.990398704"
2083,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","5,7","-",3,"0.641853886"
2066,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness",5,"-","9,5","-0.641853886"
2086,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","4,5","-","2,6","0.548565952"
2074,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,1,0,0,0,0,0,0,0,0,0,"richness","4,5","-",1,"1.504077397"
2078,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","4,3","-","22,15","-1.639222474"
2080,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","4,2","-","19,25","-1.522426535"
2082,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","4,15","-","7,3","-0.564766014"
2087,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","3,6","-","2,5","0.364643114"
2085,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","2,35","-",3,"-0.244196961"
2084,99,121,"Andel_2001","7,508","-59,342",1997,"Guyana","Afrotropic","NA","-","secondary_forest","passive","-","-",40,0,0,0,0,0,0,1,0,0,0,"structure","1,8","-","2,05","-0.130053128"
3441,186,180,"Andersen_&_Nelson_1999","34,279","-114,121",1999,"USA","Neoarctic","open","-","secondary_forest","active_plantation","-","-",10,0,0,0,0,1,0,0,0,0,0,"abundance","215,5","-",131,"0.497763586"
3440,186,180,"Andersen_&_Nelson_1999","34,279","-114,121",1999,"USA","Neoarctic","open","-","secondary_forest","active_plantation","-","-",10,0,0,0,0,1,0,0,0,0,0,"richness",9,"-",7,"0.251314428"
3442,186,180,"Andersen_&_Nelson_1999","34,279","-114,121",1999,"USA","Neoarctic","open","-","secondary_forest","active_plantation","-","-",10,0,0,0,0,1,0,0,0,0,0,"diversity","1,91","-","1,58","0.187057162"
3429,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",3,0,1,0,0,0,0,0,0,0,0,"abundance",233,"-","320,5","-0.318843823"
3435,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",8,0,1,0,0,0,0,0,0,0,0,"abundance","203,5","-","320,5","-0.454216271"
3434,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",8,0,1,0,0,0,0,0,0,0,0,"richness",15,"-","16,5","-0.09531018"
3428,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",3,0,1,0,0,0,0,0,0,0,0,"richness",10,"-","16,5","-0.500775288"
3436,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",8,0,1,0,0,0,0,0,0,0,0,"diversity","3,78","-","3,69","0.025453484"
3430,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",3,0,1,0,0,0,0,0,0,0,0,"diversity","2,22","-","3,69","-0.505637837"
3437,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",8,0,1,0,0,0,0,0,0,0,0,"similarity","0,93","-","0,94","-0.013387081"
3431,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",3,0,1,0,0,0,0,0,0,0,0,"similarity","0,78","-","0,94","-0.188189805"
3439,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",8,0,1,0,0,0,0,0,0,0,0,"similarity","0,71","-","0,61","0.155320955"
3438,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",8,0,1,0,0,0,0,0,0,0,0,"similarity","0,61","-","0,88","-0.374693449"
3432,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",3,0,1,0,0,0,0,0,0,0,0,"similarity","0,6","-","0,88","-0.378834242"
3433,185,47,"Andersen_1993","-12,67","132,83",1990,"Australia","Australasia","open","-","secondary_forest","active_plantation","-","-",3,0,1,0,0,0,0,0,0,0,0,"similarity","0,51","-","0,61","-0.183962246"
2751,141,46,"Andersen_et_al_2001","-12,853","132,587",1993,"Australia","Australasia","open","-","secondary_forest","passive","-","NA","NA",0,1,0,0,0,0,0,0,0,0,"richness","9,7","-","12,3","-0.237473377"
2752,141,46,"Andersen_et_al_2001","-12,853","132,587",1993,"Australia","Australasia","open","-","secondary_forest","passive","-","NA","NA",0,1,0,0,0,0,0,0,0,0,"diversity",8,"-","9,8","-0.202940844"
2850,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",7,0,0,0,0,0,1,0,0,0,0,"structure",85,"-","81,67","0.040005335"
2858,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",10,0,0,0,0,0,1,0,0,0,0,"structure",85,"-","81,67","0.040005335"
2847,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",5,0,1,0,0,0,0,0,0,0,0,"diversity",83,"-","51,67","0.47402778"
2846,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",5,0,0,0,0,0,1,0,0,0,0,"structure",80,"-","81,67","-0.020619287"
2838,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",2,0,0,0,0,0,1,0,0,0,0,"structure",70,"-","81,67","-0.15415068"
2842,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",3,0,0,0,0,0,1,0,0,0,0,"structure","57,5","-","81,67","-0.350860974"
2856,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"richness",49,"-",41,"0.178248231"
2851,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",7,0,1,0,0,0,0,0,0,0,0,"similarity",46,"-","51,67","-0.116171432"
2839,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",2,0,1,0,0,0,0,0,0,0,0,"similarity",34,"-","48,33","-0.351691961"
2848,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",7,0,1,0,0,0,0,0,0,0,0,"richness","33,5","-",41,"-0.202026628"
2854,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",9,0,0,0,0,0,1,0,0,0,0,"structure",30,"-","81,67","-1.00144854"
2852,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",9,0,1,0,0,0,0,0,0,0,0,"richness",30,"-",41,"-0.312374685"
2859,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"similarity",26,"-","48,33","-0.619955948"
2836,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",2,0,1,0,0,0,0,0,0,0,0,"richness",25,"-",41,"-0.494696242"
2855,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",9,0,1,0,0,0,0,0,0,0,0,"similarity",18,"-","48,33","-0.987680728"
2844,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",5,0,1,0,0,0,0,0,0,0,0,"richness",15,"-",41,"-1.005521866"
2843,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",3,0,1,0,0,0,0,0,0,0,0,"similarity","12,5","-","48,33","-1.352323842"
2857,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",10,0,0,0,0,0,0,0,0,0,1,"structure","12,5","-","7,5","0.510825624"
2840,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",3,0,1,0,0,0,0,0,0,0,0,"richness",10,"-",41,"-1.410986974"
2841,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",3,0,0,0,0,0,0,0,0,0,1,"structure",6,"-","7,5","-0.223143551"
2837,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",2,0,0,0,0,0,0,0,0,0,1,"structure",5,"-","7,5","-0.405465108"
2845,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",5,0,0,0,0,0,0,0,0,0,1,"structure",3,"-","7,5","-0.916290732"
2849,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",7,0,0,0,0,0,0,0,0,0,1,"structure","2,5","-","7,5","-1.098612289"
2853,151,209,"Andersen_et_al_2003","-24,364","150,626",2001,"Australia","Australasia","open","-","secondary_forest","active_managed","-","-",9,0,0,0,0,0,0,0,0,0,1,"structure",2,"-","7,5","-1.32175584"
3448,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",3,0,0,1,0,0,0,0,0,0,0,"abundance",300,"-",338,"-0.119263421"
3451,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",12,0,0,1,0,0,0,0,0,0,0,"abundance",240,"-",338,"-0.342406972"
3450,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",12,0,0,1,0,0,0,0,0,0,0,"richness",63,"-",52,"0.191891008"
3447,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",3,0,0,1,0,0,0,0,0,0,0,"richness",60,"-",52,"0.143100844"
3446,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",12,0,0,1,0,0,0,0,0,0,0,"abundance",33,"-",32,"0.030771659"
3445,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",3,0,0,1,0,0,0,0,0,0,0,"abundance","28,67","-",32,"-0.110000895"
3452,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",12,0,0,1,0,0,0,0,0,0,0,"diversity","25,16","-","17,36","0.371086723"
3449,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",3,0,0,1,0,0,0,0,0,0,0,"diversity","22,2","-","17,36","0.24592358"
3443,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",3,0,0,1,0,0,0,0,0,0,0,"abundance","0,23","-","0,2","0.141728158"
3444,187,77,"Andrade_&_Rubio-Torgler_1994","-1,236","-69,922",1985,"Colombia","Neotropic","agriculture","-","secondary_forest","passive","-","-",12,0,0,1,0,0,0,0,0,0,0,"abundance","0,19","-","0,2","-0.08141539"
3377,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",31567,"-",26363,"0.180150759"
3379,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",26739,"-",26363,"0.014161662"
3350,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",25315,"-",17909,"0.346093726"
3352,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",21339,"-",17909,"0.175233005"
3378,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",17364,"-",26363,"-0.417562415"
3376,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",14126,"-",26363,"-0.623944441"
3351,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",12104,"-",17909,"-0.391767403"
3349,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",11170,"-",17909,"-0.472071767"
3354,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",3444,"-",3719,"-0.076821228"
3356,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",2507,"-",3719,"-0.394367996"
3355,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",2403,"-",3719,"-0.436736858"
3353,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",1197,"-",3719,"-1.133636388"
3360,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",814,"-",562,"0.370458516"
3374,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",609,"-",261,"0.84729786"
3367,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",516,"-",1644,"-1.15878081"
3373,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",346,"-",261,"0.281918368"
3372,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",344,"-",261,"0.27612125"
3365,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",288,"-",1644,"-1.741927095"
3359,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",254,"-",562,"-0.794167583"
3366,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",227,"-",1644,"-1.979937558"
3375,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",220,"-",261,"-0.170892861"
3346,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",175,"-",17,"2.33157263"
3369,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",144,"-",17,"2.136599956"
3364,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",127,"-",1644,"-2.560700489"
3368,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",127,"-",17,"2.010973742"
3358,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",102,"-",562,"-1.706529037"
3357,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",100,"-",562,"-1.726331664"
3370,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",92,"-",17,"1.688575233"
3371,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",51,"-",17,"1.098612289"
3362,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",42,"-",42,0
3347,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_managed","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",42,"-",17,"0.904456274"
3386,180,218,"Andres_&_Mateos_2006","41,259","-4,274",2001,"Spain","Palearctic","open","-","secondary_forest","active_plantation","-","-",10,0,1,0,0,0,0,0,0,0,0,"abundance",33,"-","56,8","-0.543028764"
